,Unnamed: 0,i,j,dist,route
1703,1703,18,15,1185.614,"[221318138, 7241109967, 7241109963, 7241109982, 7174134459, 7174134460, 8049391359, 221299536, 221299237, 221314431, 8208921163, 8208921165, 221336110, 8208921157, 8759382929, 8759382923, 221311796, 10035830921, 221312937, 221313023, 221313030, 221317082, 221313876, 221326609]"
1798,1798,18,16,418.572,"[221301713, 221313774, 221328462, 221313030, 221317082, 221313876, 221326609]"
1891,1891,18,17,261.261,"[5410931210, 2207894131, 221313876, 221326609]"
1983,1983,18,18,0,[221326609]
1985,1985,18,19,93.949,"[221326609, 221313876, 221317082]"
1987,1987,18,20,142.168,"[221326609, 8425276432, 221326615, 221319446, 5410768904]"
1989,1989,18,21,2617.633,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148, 221334557, 221332372, 221321294, 221332605, 221321337, 221302033, 7295129646, 221327399, 221302057, 221298898, 2210576523, 221320438, 2210576159, 2210576586, 221323509, 2211952224, 2210576296, 221302173, 2210576380, 221306806, 221325879, 221325877, 221325874, 4704589874, 8205079452, 4705949985]"
1991,1991,18,22,1605.825,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7174134459, 7241109982, 7241109964, 5051267773, 7241109967, 221318138, 221323303, 221326414]"
1993,1993,18,23,1592.763,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512, 221327495, 7805312035, 221298857, 8433686888]"
1995,1995,18,24,1691.347,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148, 221302227, 221321123, 221298868]"
1997,1997,18,25,1384.276,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512, 221327495, 7805312040]"
1999,1999,18,26,1196.362,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512]"
2001,2001,18,27,1260.657,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 221319014]"
2003,2003,18,28,1401.859,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148]"
2005,2005,18,29,1139.456,"[221326609, 8425276432, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8206742586, 8206742589, 2062512809, 7307709774, 7307709765, 7307709764, 221325215, 221331046, 221323814]"
2007,2007,18,30,971.772,"[221326609, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810, 221332021]"
2009,2009,18,31,1101.556,"[221326609, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810, 221332021, 2218015174, 2218014972]"
2011,2011,18,32,1568.326,"[221326609, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810, 221332021, 2218015174, 2218014972, 6944732755, 6944732727, 221332078, 4681052660, 5051267737]"
2013,2013,18,33,195.668,"[221326609, 2217994046, 2217993846, 2217994136]"
2015,2015,18,34,348.232,"[221326609, 2217994046, 2217993846, 2217994136, 2218015170]"
2017,2017,18,35,730.677,"[221326609, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
2019,2019,18,36,922.151,"[221326609, 8425276432, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8875025733, 8751578236, 8751578244, 6556362348, 6556362356, 6556362328, 6556362368]"
2021,2021,18,37,1836.791,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148, 221334557, 221332372, 221321294, 221332605, 221321337, 221302033, 7295129646, 221327399, 221333062, 221304243, 221323887]"
2023,2023,18,38,1776.019,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 5051267779, 5051267778, 5051267777, 5051267776, 5051267775, 5051267774]"
2025,2025,18,39,1563.901,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 5051267779, 5051267778, 5051267777]"
2027,2027,18,40,1452.15,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 5051267779, 5051267778]"
2029,2029,18,41,1310.714,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780]"
2031,2031,18,42,1596.019,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 10035778613, 221311771, 10035778597, 221331687, 221331674, 221299286, 221299304, 2210591363, 221299609, 8417400956, 6456379560, 8397495484]"
2033,2033,18,43,1534.292,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 10035778613, 221311771, 10035778597, 221331687, 221331674, 221299286, 221299586, 221301342, 221301352, 221301361, 7675630687, 7675630688, 7675630699, 7675630707, 7675630708]"
2035,2035,18,44,1586.348,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 221319014, 221319024, 221327144]"
2037,2037,18,45,1322.481,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512, 221327495]"
2039,2039,18,46,1196.362,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512]"
2041,2041,18,47,1885.376,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148, 221334557, 221332372, 221302248, 221298876, 221320429]"
2043,2043,18,48,928.836,"[221326609, 8425276432, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8875025733, 8751578236, 3703724242, 221318190, 221318186]"
2045,2045,18,49,1752.953,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221319853]"
2047,2047,18,50,1933.424,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221327875, 221326466, 221321314]"
2049,2049,18,51,2068.914,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221327875, 221326466, 221321314, 221326495]"
2051,2051,18,52,779.785,"[221326609, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 221322754, 2218015046, 221298303]"
2053,2053,18,53,1181.136,"[221326609, 8425276432, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8875025733, 8751578236, 3703724242, 221318190, 221318186, 8023854732, 8209187767, 8209187735, 221308669, 6864966868]"
2055,2055,18,54,607.742,"[221326609, 8425276432, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8875025733]"
2057,2057,18,55,60,[221326609]
2059,2059,18,56,1102.859,"[221326609, 8425276432, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8206742586, 8206742589, 2062512809, 2062512811, 7786446708, 7786446707, 7786446715, 7786446736, 7786446730, 7786446733]"
2061,2061,18,57,978.906,"[221326609, 8425276432, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8875025733, 8751578236, 8751578244, 6556362348, 6410049278]"
2063,2063,18,58,1079.851,"[221326609, 8425276432, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8206742586, 8206742589, 2062512809, 7307709774, 7307709765, 7307709764, 221325215, 221331046]"
2065,2065,18,59,992.135,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221314410, 221336970, 6411450879, 6411450880, 6411450876, 6411450875, 221299256]"
2067,2067,18,60,4295.11,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148, 221334557, 221332372, 221321294, 221332605, 221321337, 221302033, 7295129646, 221327399, 221333062, 221304243, 221323887, 221330151, 221324425, 6711081323, 221298925, 6721238795, 6721238792, 221315536, 221336154, 3554561964, 221336158, 3554561965, 221320460, 3554561966, 6718684213, 6718684220, 6718684221, 6718710790, 6718710788, 5051268300, 4664649270, 4664649269, 5051268425, 4664257670, 5051268424, 4664257668, 4664257669, 5051268421, 4664257664, 4664257665, 5051268478, 4664257661, 4664257658, 5051268479, 4664257657, 4664257656, 221333210, 4654717393, 4654717390, 4654717391, 5051268487, 4654717432, 6720228423, 6720228424, 2210591345, 221309364, 6562028064, 6562028074, 5051267803, 221304885, 221325858, 221308301, 221321192, 221308118, 221317639, 221328385, 221313590, 221330631, 221335139, 221313549, 221327923, 221313660, 221319928, 2239635533, 2239635593, 2239635603, 2239635623]"
2069,2069,18,61,2527.926,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221327875, 221326466, 221321314, 221326495, 7623939008, 7623939006, 7623939005, 7623939004, 3072514305, 3072514317, 3072514520, 3072514321, 3072514515, 3072514329, 3072514331, 4828035305, 3072514433, 3072514781, 3072514770, 221308215]"
2071,2071,18,62,1299.512,"[221326609, 8425276432, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8206742586, 8206742589, 2062512809, 7307709774, 7307709765, 7307709764, 221325215, 221331046, 221323814, 6789356526, 6789356567, 2244353149, 8218358733]"
2073,2073,18,63,2753.335,"[221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 10035778613, 221311771, 10035778597, 221331687, 221331674, 221299286, 221299304, 2210591363, 2212132992, 221330557, 221330775, 2210654477, 7263611320, 8011979690, 8011979686, 8011968984, 8396107023, 8011968961, 6965100459]"
37,37,19,0,2042.659,"[6810168787, 6810168786, 4704609189, 2210576555, 221310208, 221319243, 221298887, 221302255, 221321337, 221332605, 221321294, 221332372, 221334557, 221321148, 221305698, 221319809, 8035381157, 8776392434, 221318999, 221327519, 7241109959, 7241109981, 7174134460, 8049391359, 221299536, 221299237, 221314431, 8208921163, 8208921165, 221336110, 8208921157, 8759382929, 8759382923, 221311796, 10035830921, 221312937, 221313023, 221313030, 221317082]"
165,165,19,1,1154.492,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 8003169084, 6778280294, 8396857505, 6778280295, 2207894131, 221313876, 221317082]"
288,288,19,2,1308.617,"[221305061, 221302437, 221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 8003169084, 6778280294, 8396857505, 6778280295, 2207894131, 221313876, 221317082]"
409,409,19,3,533.607,"[221319475, 7515688121, 2218014968, 2217993846, 2217994046, 221326609, 221313876, 221317082]"
528,528,19,4,877.796,"[221320236, 221319476, 221317099, 221319475, 7515688121, 2218014968, 2217993846, 2217994046, 221326609, 221313876, 221317082]"
645,645,19,5,959.83,"[221298310, 221298303, 2218015046, 221322754, 2217993909, 2218015164, 2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082]"
760,760,19,6,1136.732,"[221298350, 221298329, 221298310, 221298303, 2218015046, 221322754, 2217993909, 2218015164, 2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082]"
873,873,19,7,1085.863,"[2217994122, 221306028, 221320708, 221322754, 2217993909, 2218015164, 2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082]"
984,984,19,8,767.464,"[2218015046, 221322754, 2217993909, 2218015164, 2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082]"
1093,1093,19,9,905.356,"[2217993943, 2217993888, 2217993909, 2218015164, 2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082]"
1200,1200,19,10,1194.962,"[2217993816, 2217993943, 2217993888, 2217993909, 2218015164, 2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082]"
1305,1305,19,11,1362.948,"[221314437, 221328687, 2217993816, 2217993943, 2217993888, 2217993909, 2218015164, 2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082]"
